"gvkey","tic","aco","acominc","ao","aoloch","aqc","bkvlps","caps","ch","chech","csho","cstk","dlc","dltt","dvt","ebit","epspi","nopi","re","rect","revt","siv","sstk","teq","tstk","wcap","restmt_at_mag","restmt_capx_mag","restmt_cogs_mag","restmt_epspi_mag","restmt_ni_mag","restmt_nopi_mag","restmt_reuna_mag","restmt_teq_mag","restmt_txt_mag","restmt_wcap_mag","restmt_xint_mag","cshtrd_m","prccd_m","prcod_m","trfd_m","trfm_m","pe_ratio","wc_ratio","de_ratio","roe_ratio","sp_rating_target","restmt_at_target","restmt_capx_target","restmt_cogs_target","restmt_dltt_target","restmt_epspi_target","restmt_ib_target","restmt_ni_target","restmt_nopi_target","restmt_reuna_target","restmt_teq_target","restmt_txt_target","restmt_wcap_target","restmt_xint_target","litigated","litigation_settlement"
15416,"IAX",0.343,0,0.178,0.578,0,3.4718,2.241,7.14,2.994,6.41,8.487,0.899,4.888,0,3.967,0.23,0.011,11.526,2.637,34.575,0,0,22.254,0,9.561,0,0,0,0,0,-8209.091,0,0,0,0,0,15541.9603960396,4.64228613861386,4.64247524752475,1.00004186465347,1.00084566596195,20.183852776582,1.28205870992661,0.465354543003505,0.0651568257391929,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
16505,"3AHII",0,0,0,0.0065,0,-5e-04,0.0685,0.009,0.007,85.875,0.086,0.039,0.025,0,-0.119,1e-06,0,-0.2265,0,0.027,0,0.01,-0.0595,0,-0.0505,0,0,-50,0,0,0,0,0.685,0,0,0,157904.633333333,0.475211333333333,19.896077,4.436188,1,475211.333333333,0.252475247524752,-1.69747899159664,2.26050420168067,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.127906976744186,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
16603,"3NSRGY",1880.83525,-19306.5735,2921.2565,250.05575,5559.01825,20.5712,0,6862.7635,207.17525,3201.9,358.94075,15926.1255,9021.89925,6572.535,14962.9075,5.295,814.99975,0,15020.06725,101422.6255,1331.61975,558.992,67348.93675,5940.781,83.57175,0,0,0,0,0,0,0,0,0,0,0,621508.040421793,61.8631281634446,61.7981731107206,1.46892554333919,1.43390363592571,11.6833103235967,0.610715370612178,0.90803750142351,0.257974647981358,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
17185,"XXII",0.234,0,0.002,0.0985,0,-0.0233,27.5485,2.9155,2.789,45.595,5e-04,1.4305,0,0,-0.716,-0.41,-14.668,-26.853,0.045,3.6485,0,4.5005,0.696,0,1.719,0,0,0,0,0,-0.223,0,0,0,0,0,177208.006811989,1.26441989100817,1.26499645776567,1.06580481,1,-3.08395095367847,0.666543574593796,9.72701149425288,-23.6264367816092,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
17285,"CWGL",1.50175,-0.0075,0,0.5195,21.5045,10059.7752,143.5005,7.07575,2.6355,6.11525,0.062,90.52225,11.2555,0,2.43575,-0.015,0.325,-83.9725,4.00725,42.0785,0,0,59.59,0,-43.227,0,0,0,0,0,0,0,0,0,0,0,129145.728571429,8.84724914285714,8.83062571428571,1.10242338,1,-589.816609523809,0.492548409204428,1.80586088269844,-0.00549169323712032,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
17452,"DANOY",884.987,-744.00375,1282.32675,-3.35525,0,5.20325,4481.53775,1434.842,103.68325,2995.7775,213.4565,2769.15625,7190.72425,1068.42775,3648.689,0.7275,200.906,13104.84075,2815.411,26124.04675,0,36.28325,15667.907,2212.127,-2196.6195,0,0,0,0,0,0,0,0,0,0,0,0,13.2347003514938,3.93650109841828,1.38486440147627,1.38897909367841,18.192027974562,0.418888738344757,1.35973487077757,0.140624462476067,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
17494,"3MMMB",0.3765,0,0,-0.187,0.1475,0.15005,8.193,1.8745,0.863,22.1205,0.01,0.1,0,0,-2.4635,-0.125,0,-4.826,1.2345,6.6625,0,5.427,3.377,0,2.904,0,0,0,0,0,0,0,0,0,-0.0205,0,1272.77430555556,2.45670138888889,5.941509375,1.08553792,1,-19.6536111111111,5.29585798816568,0.200177672490376,-0.73260290198401,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.142857142857143,0.13034188034188,"0",NA
17501,"THST",0.198333333333333,0,0.149,-0.086,0.116333333333333,0.927533333333333,3.659,3.936,3.77233333333333,0.9,0.001,4.51133333333333,3.03133333333333,0,0.081,-0.17,-0.268333333333333,-1.15566666666667,1.671,11.7523333333333,0,5.215,5.01866666666667,0,6.434,0,0,3.166,0,0,-344.300666666667,0,0,0,0,0,11848.3707865169,5.06551760299625,4.97457490636704,1.19650574,1,-29.7971623705662,1.31913253012048,2.0672821466525,-0.0923884165781084,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
17934,"SFM",23.9876666666667,0,35.8393333333333,10.389,120.928666666667,2.9941,390.100333333333,53.135,24.2446666666667,127.858,0.127666666666667,5.735,439.321,94.0096666666667,66.598,0.103333333333333,0.469,-0.901666666666667,8.86266666666667,1779.53766666667,0,187.968333333333,389.326333333333,0,45.035,0,0,0,22.4033333333333,0,-2505.24833333333,0,0,0,0,0,981420.231092437,37.1262941176471,37.178781512605,1.01582332,1,359.286717267552,0.287920603731757,1.60046285078756,0.0371419349149257,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
18729,"KNBWY",974.7405,-392.84325,1226.60325,-55.349,1188.23675,11.5433,941.9325,917.41,-56.94375,953.64025,1180.61175,2279.21475,8297.23025,301.99775,1708.84625,0.445,132.34525,9047.98675,4676.8255,21310.826,582.86775,1.546,13370.2545,157.9215,857.38325,0,0,0,0,0,0,0,0,0,0,0,0,13.6683242530756,29.1611036906854,1.37728163467487,1.31013218267366,30.7153354001698,0.458724444933235,1.45127244960072,0.0317534157633275,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
20421,"FBRWY",45.824,-172.2745,712.404,-328.6485,0,0.7099,0,131.645,-51.7605,1936.45,2753.625,191.3795,1795.202,505.4815,910.714,-0.125,-5.843,-1381.5255,684.6525,3189.135,0,0,1365.755,0,469.675,0,0,0,0,0,0,0,0,0,0,0,116998.833333333,5.32228950617284,5.29154320987654,1.49052134084362,1.50048290148924,-42.5783160493827,0.438507011943229,2.29794582483681,-0.179141207610443,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
21066,"MDNU",0.669,0.012,0.735,0.011,0,0.9256,25.434,4.417,-5.237,14.415,0.014,0,0,0,0.895,0.04,0.19,-12.003,1.479,16.089,0,0,13.342,0.103,12.231,0,0,0,0,0,0,0,0,0,-0.008,0,14354.1007194245,2.78509856115108,3.0606726618705,1.00003615201439,1.00071787508973,69.627464028777,7.07902584493042,0.150801978713836,0.0362014690451207,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.142857142857143,0.13034188034188,"0",NA
21506,"AMNF",0.351,-0.009,0.11775,-0.00825000000000001,0,0.18445,0.031,1.58025,0.24525,32.9255,3.48775,0.48075,0.683,1.67275,4.2605,0.0825,0.08375,2.56925,3.17325,26.13525,0,0.0255,6.06175,0.02625,5.29225,0,0,0,0,0,0,0,0,0,0,0,25304.9261862917,1.01978409490334,1.43916915641476,2.69550066137083,3.33969857978565,12.3610193321617,2.32443546641656,0.571658349486534,0.450200024745329,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
22496,"SPCO",0.205666666666667,0.261666666666667,2.247,-0.084,0.313,4.94336666666667,18.1203333333333,5.692,-1.277,4.049,0.044,0.166,0.147666666666667,0.27,-2.57633333333333,-1.07666666666667,0.0103333333333333,2.71433333333333,0.768666666666667,17.4823333333333,0,0,20.0156666666667,0.863,10.2633333333333,0,0,0.968,0,0,-14536.9883333333,0,0,0,0,0,2807.97803163445,2.11334797891037,2.48757385764499,2.07992618403339,2.04506445270175,-1.96286189991675,6.1466734728603,0.0978733325561644,-0.217696138025214,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
22500,"QKLS",23.038,11.232,0.2715,1.49975,5.99625,11.846775,92.03225,11.0555,-9.167,18.54075,0.01875,16.93025,0,0,0.28075,-3.1075,2.4625,-12.1935,16.874,329.3285,0,0,79.89725,0,22.9575,0,0,0,1328.958,0,-3277.91425,0,0,0,0,0,39466.762741652,3.22283471001757,3.09033282073814,2.13125233,1,-1.03711495093084,1.26684993287342,1.07677673511917,-0.139219434961779,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
22789,"3SIAF",42.20225,4.34475,0,-2.68975,1.72325,1.90165,82.659,3.75725,-0.2585,89.27875,0.09,3.56475,1.464,1.23875,48.1545,0.4775,0.49225,93.6825,53.63925,123.11775,0,0,196.284,0.9375,91.0945,0,0,-20.96075,0,0,-482.3795,0,0,0,0,0,356646.801405975,0.745608260105448,0.771296572934974,1.02469096842707,1.02411991926327,1.56148326723654,5.17660747235183,0.108372307472845,0.211618114568686,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
22817,"FHCO",2.281,-0.582,9.83775,-0.55925,0,0.783375,67.4135,5.3455,1.527,28.116,0.3005,0.0085,0.00325,5.8375,7.57575,0.3775,-0.04775,-38.9695,4.1325,26.8195,0.016,0.22425,22.1265,6.618,10.43875,0,0,0,0,0,0,0,0,0,0,0,86180.039543058,6.32438831282953,6.32852091388401,1.09156142340949,1.09451541960758,16.7533465240517,3.70303598954494,0.168587440399521,0.472035794183445,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
23667,"AHONY",790.6275,-601.8775,1500.18975,53.43975,296.659,7.699475,12112.44825,3134.71875,-45.59125,1056.4875,440.15675,333.74075,4176.03775,490.8375,1692.51975,1.6575,105.32775,-4463.8235,1064.1915,41674.56925,0,0,8088.7815,0,1282.07325,0,0,0,0,0,0,0,0,0,0,0,0,14.3078364116095,4.50271182937555,1.93456889205805,1.93468223890316,8.63217883053363,0.592978897836313,1.46401278115869,0.217505380754815,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
24283,"0161A",142.68,-15.04,113.54,0.14,848.9,1.83474,1487.02,273.74,23.54,39.84,0.44,50.78,3123.4,18.52,416,0.246,-9.08,128.38,180.54,3418.32,0,14.52,1579.22,36.62,710.96,0,0,0,0,0,715.0286,0,0,-88.7704,0,-3.3578,3187101.46801347,15.0049158249158,15.0028114478114,1.08650729306397,1.08795146054674,60.9955927842107,0.262086114494002,2.98454933448158,0.0452375223211459,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.145390070921986,"0",NA
24316,"MNST",52.2525,-0.10625,65.43475,-10.54125,0,7.595475,268.215,287.009,-29.25,127.17925,0.76,0.0685,0,0,481.944,2.4075,-1.999,1351.65825,213.3165,1828.5755,40.02625,18.35225,861.058,759.57525,774.8645,0,0,0,-25,0,0,0,0,0,0,0,1485646.78031634,61.1593201230228,61.1134775043937,1.11938872,1,25.4036636025017,2.79957066712564,0.425096799518732,0.341710140315751,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.153024911032028,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",47500000
24463,"FIZZ",8.69825,0.287,6.2085,-3.12725,0,2.2355,34.6745,32.45775,-16.46825,46.25075,0.503,0,12.5,71.72525,63.185,0.8875,-0.15725,86.0375,58.8515,621.13775,0,5.13325,103.465,18,65.2875,0,0,-0.52025,0,0,0,0,0,0,0,0,40922.0623901582,15.3929090509666,15.3815067662566,1.76578457424429,1.80251501252319,17.3441228743286,1.2431447433772,1.0654303387619,0.397525733339777,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
24887,"CHFR",0.86475,0.386,0.00925,0.86825,0,0.0508,3.7085,0.2295,-0.103,47.15825,0.04725,2.23825,0.3525,0,-0.489,-0.005,0.55075,-1.37875,2.46925,4.5905,0,0.045,2.389,0,-0.1245,0,0,0,0,0,0,0,0,0,0,0,7814.02021089631,0.0284541300527241,24.2805915641476,10.77585041,1,-5.69082601054482,0.852321107976404,2.0400795311846,-0.0447886144830473,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
25027,"LFVN",2.07875,-0.0565,1.20775,-0.7245,0,0.01825,76.1575,14.73875,6.4225,96.88775,0.098,0.3925,0.03025,0,8.74325,-0.1725,-13.249,-69.94425,1.404,96.1895,0.075,1.13675,6.31125,0,10.74175,0,0,0,0,0,0,0,0,0,0,0,403116.691564148,1.66382644991213,1.66703514938489,1.25737944,1,-9.64537072412827,1.04897692875402,3.70342642107348,-1.65430778371955,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
25031,"GWSV",1.46975,0.3555,5.16525,-0.80975,0,-8.976625,21.4275,4.1525,-0.07125,3.134,0.04825,1.6015,132.29875,0,4.9575,-1.8,-0.45625,-46.102,3.478,110.18025,0,3.626,-46.415,32.562,1.05675,0,0,0,0,0,0,0,0,0,0,0,456.826889279438,25.9406810193322,36.3217967486819,1.13349762,1.12770263465082,-14.4114894551845,0.0916952009103414,-3.12873532263277,0.120095874178606,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
25536,"CENTA",48.0345,1.236,21.26175,3.115,7.9745,9.18105,412.84325,41.7805,-17.628,52.48675,0.524,0.22925,439.341,0,85.1585,0.4025,0.418,66.6545,196.13025,1626.4865,0.78325,1.42775,480.958,0,444.996,0,0,0,0,0,-716.59875,0,0,0,0,0,145469.202987698,9.08007486818981,9.07567394551845,2.97413206,2.03942652329749,22.5591922191051,0.978611608411644,1.35706340262559,0.0485489377450838,0.145522388059701,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
25731,"CRVP",1.5675,-0.2065,0.0165,-0.16525,0.5295,0.5926,58.462,3.858,-0.25125,21.38075,0.022,2.59125,21.22675,0,4.2765,-0.14,-0.0105,-44.9315,8.1235,70.3735,0,0.00125,12.674,0.8785,7.673,0,0,0,0,0,-8547.56375,0,0,0,0,0,37010.6801405975,0.867867662565905,2.00690667838313,1.11111111,1,-6.19905473261361,0.4381376771231,2.90385829256746,-0.239959760138867,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
25849,"GCEH",0.292,-0.0266666666666667,2.47866666666667,-1.631,0,-0.0129333333333333,24.143,0.905,0.036,283.070333333333,0.283,0.404,4.77266666666667,0,-1.74166666666667,1e-06,0.720333333333333,-26.7583333333333,0.00333333333333333,1.08733333333333,0,0.435666666666667,2.84633333333333,0,-2.78033333333333,0,0,0,0,0,0,0,0,0,0,0,129012.606326889,0.0222311950790861,1.42505606326889,1.1137678,1,22231.1950790861,0.0977481146701001,4.4568450638248,-0.0340789319592458,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
27748,"EROX",0.049,0,0,-0.19,0,-0.0094,0,0.092,-0.258,4.152,21.098,0,0,0,-0.095,-0.02,0,-21.137,0.108,0.806,0,0,-0.039,0,-0.014,0,0,0,0,0,0,0,0,0,0,0,1875.94991212654,0.0683216168717048,13.7748985940246,1.01743119,1,-3.41608084358524,0.875796178343949,-8.05128205128205,2.48717948717949,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
27906,"RELV",0.99,-0.51175,2.2065,0.02725,0,1.196875,30.1925,6.49075,0.224,12.55525,0.01425,0.59075,3.475,0.437,2.01275,0.0975,0.08175,-9.59875,0.382,72.38625,0.01975,0.0035,15.03225,5.57575,6.63575,0,0,-0.681,0,0,44.7015,0,0,0,0,0,12430.4217926186,1.88650544815466,1.90801621265378,1.15753274086995,1.158246616808,19.3487738272273,1.24557058487331,0.698365181526385,0.0809426399906867,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
28844,"KOF",97.041,121.08475,247.275,-179.0055,647.7525,36.679775,2241.4695,1214.0065,159.46425,198.386,198.0795,303.97575,2181.761,354.7965,1514.9905,4.44,-19.7995,4869.3965,844.2255,10150.52775,27.635,0,7555.28975,0,824.8725,0,0,0,0,0,0,0,0,0,0,0,97140.5773286467,105.088250439367,105.038227504394,1.20512134039543,1.20204765783262,23.6685248737314,0.586861782466727,0.635728563553767,0.114558809607534,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
28877,"GMCR",83.08325,-6.2975,62.87625,26.001,341.826,12.49835,1206.31175,83.94275,4.57025,147.55925,14.75575,12.52875,417.38325,0,472.6835,1.8825,1.77125,655.997,345.6415,3056.243,0,258.03225,1877.0645,0,661.19125,0,0,0,0,0,3082.226,0,0,0,0,0,4362555.83216169,61.3477635325132,61.3489398066784,1.0004968527768,1.00049165196525,32.5884534037255,1.01721897816363,0.585429669571823,0.149817307822933,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"1",NA
29028,"COST",524.5,132.25,486.5,655,0,26.501525,4417.5,3848.75,371.75,434.24125,2,243.5,2619.75,1183.25,2585.75,3.735,94.5,7086.75,1019,92788.5,409.25,144.5,11758.25,0,1787.5,0,0,0,0,0,-11.507,0,0,0,0,-6.435,2582099.20386643,89.1561623901582,89.1072312829526,1.12043821413884,1.11990243387394,23.8704584712606,0.898533608896762,1.29623881104756,0.138477239385113,0.134328358208955,0.127835051546392,0.134146341463415,0.131147540983607,0.137254901960784,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
29205,"YYINE",1.763,1.515,19.961,0.279,0,0.4178,5.841,13.361,8.633,26.455,0.026,10.673,5.061,1.48,0.178,-0.05,2.626,5.187,5.352,26.91,0,0,26.799,0,9.739,0,0,0,0,0,-18.05,0,-58.752,0,0,0,5859.77416520211,0.62195,0.752338224956063,1.71965342,1,-12.439,0.895051224170863,1.07448039105937,0.00705250195902832,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.151291512915129,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
29609,"HAIN",42.579,-8.09025,16.8855,-4.259,176.111,21.095375,629.18125,28.98525,-0.0362499999999999,44.77925,0.46,3.361,374.574,0,131.52125,1.56,-1.229,342.32675,164.47025,1290.131,2.511,11.74825,949.64575,22.32225,230.59725,0,0,-1.6385,0,0,-431.9325,0,0,-0.21075,0,-1.87125,524189.125659051,49.3276472759227,49.3116432337434,1.09902441,1,31.620286715335,0.641201533153602,0.701602413320967,0.0730488184673074,0.122641509433962,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.154676258992806,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.152985074626866,0.132382892057026,0.145390070921986,"0",NA
30436,"AKO.B",29.06675,-93.95625,57.70425,0,153.5175,8.7796,0,108.24825,7.35875,142.23725,506.315,102.78275,452.56775,141.58025,311.32525,1.42,-19.24675,776.70325,292.41275,2290.37175,1.7635,0,1303.0575,0.01125,81.42275,0,0,0,0,0,0,0,0,0,0,0,15221.2596660808,26.6568543497364,27.4449560632689,2.35154213969244,2.33503181785142,18.7724326406594,0.525962911645674,0.937981247949534,0.146472814898805,0.148275862068966,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
30443,"FDP",49.225,-13.5,104.3,0.6,5.15,29.551175,495.075,44.6,2,57.6035,0.6,3.25,218.925,18,130.6,1.115,-1.525,1205.675,371.1,3561.875,5.125,19.775,1732.3,0,558.125,0,0,0.0345,0,0,1630.8595,0,0,0,0,-14.92,218971.957820738,25.1150702987698,25.1053690685413,1.14697655415641,1.14636339902153,22.5247267253541,1.15545395166558,0.463992957339953,0.038027477919529,0.148275862068966,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.145390070921986,"0",NA
30651,"DAR",29.79175,-28.161,34.68775,-4.725,374.25275,8.55,733.96925,258.061,200.66875,122.9225,1.23625,5.74725,526.03475,0,208.12375,1.005,6.759,390.11725,110.883,1486.78425,0,283.4455,1117.01475,8.308,308.11375,0,0,0.01475,0,0,228.67075,0,0,0,0,0,958754.236379613,15.5162214411248,15.5102899824253,1.08025433,1,15.4390263095769,0.582851468358688,0.700030594940667,0.101475383382359,0.134328358208955,0.127835051546392,0.134146341463415,0.142414860681115,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
31205,"FMX",122.23225,115.91225,459.0725,-160.865,705.41425,49.970025,1706.6275,2243.488,269.587,216.118,332.2025,407.417,2823.06075,509.64475,2076.449,1e-06,411.475,8760.58925,1290.24225,16586.8035,144.788,0,14814.759,0,1778.25325,0,0,0,0,0,0,0,0,0,0,0,626199.423550088,76.9030228471002,76.8835602811951,1.18548120435852,1.18079110504598,76903022.8471002,0.689633766355774,0.484986795937754,0.120627966340863,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
31343,"IAGXQ",0.672,0,1.1265,0.854,0,0.24725,13.1725,0.69,-0.413,11.411,0.0115,0.5695,0,0,-2.792,-0.125,0.0045,-10.391,1.4845,6.8625,0,0.2,2.793,0,1.503,0,8.3335,0,0,0,7300,0,0,0,0.0155,0,7585.460456942,0.218619332161687,11.7220927504394,1.13806047,1,-1.7489546572935,1.59761431411531,0.90046544933763,-0.512889366272825,0.122641509433962,0.127835051546392,0.13953488372093,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.142857142857143,0.128630705394191,0.127348643006263,0.12655601659751,0.142857142857143,0.13034188034188,"0",NA
31372,"SGLA",0.114,1.883,5.304,-7.1,0,0.2542,19.438,0.925,-1.062,157.794,0.158,0,0,0.35,6.263,0.05,0.762,20.508,0.261,140.06,0,7.325,40.105,0,-2.91,0,0,0,0,0,0,0,0,0,0,0,18815.7803163445,0.0952776801405975,31.0492756151142,1.22468067,1,1.90555360281195,0.310263095520265,0.105198853010847,0.175165191372647,0.122641509433962,0.127835051546392,0.134146341463415,0.131147540983607,0.135353535353535,0.125799573560768,0.125,0.126272912423625,0.127906976744186,0.128630705394191,0.127348643006263,0.12655601659751,0.132382892057026,0.13034188034188,"0",NA
